subject,condition,story_id,story,test_story_id,imagine,response,rating_will,rating_happy,rating_check,rating_justif,rating_detail,rating_cohere,ratingRT,stamp
546,0,4,"<b>Story</b>: You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. <u>You tell your boss all the worst parts of your co-worker's performance.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",6,0,"My boss approaches me about my co-workers performance. I could tell him how well the project went, but that might hurt my own chances of promotion. I tell my boss about all of the bad things my co-worker did during the project and gloss over the good. I leave myself sounding like an 0ver-achiever and my co-worker incompetent. I feel bad about this after our meeting.",4.98,3.03,1,1.2,6.54,6.18,23327,4/10/16 18:02
513,0,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",3,0,The baby is crying.. AGAIN! She slept all day which apparently means now she will be awake all night. I am exhausted from taking care of her and giving birth. My husband is sound asleep. Life is not fair. How come men do not hear babies cry? He said he would help with her but here he is snoring away. Maybe If I just lay here and pretend to be asleep he will wake up. For good measure I give him a little kick in the leg and pretend to be asleep while he wakes up. FINALLY he hears the baby and gets up with her. A Mom's gotta do what a Mom's gotta do!!,6.95,5.96,1,6.58,6.71,6.67,6539,4/10/16 18:03
590,2,1,"<b>Story</b>: You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. <u>The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.</u> Afterward, you think the behavior was justified, and don't feel b",1,1,"I am sitting in the cafeteria with my friends.  We are talking about something important and secret that we don't want to talk to with anyone else.  A friend comes to sit with us, but there is no more room.  However, another friend soon joins her at the other table and then she is happy.  ",5.26,3.08,1,5.18,5.24,5.32,7436,4/10/16 18:03
480,0,6,"<b>Story</b>: You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. <u>You avert your eyes and walk past them.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",5,0,"I am so excited to go on vacation, but I get stuck in traffic on the way to the airport. I am afraid that if I miss my flight, it will cut out precious hours from my vacation. I rush through the terminal determined to make my original flight. As I'm quickly making my way to my gate I see an elderly woman with some heavy luggage. It looks like she is struggling to move it. I pretend that I don't see her and keep on moving, I have a flight to catch after all. ",1.55,3.54,1,3.28,4.91,4.55,1295743,4/10/16 18:03
206,2,5,"<b>Story</b>: You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. <u>You pick it up and put it in your wallet.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",6,0,"I would like to ask the person if they lost some money, but I didn't I was wrong and kept the money . This is not like me.",3.01,2.08,1,3,4.98,5.01,19631,4/10/16 18:03
73,0,3,"<b>Story</b>: You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. <u>The person is at the front of the line, and you use them as an excuse to cut the line.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",8,0,"I imagine that I'm in line to get tickets to see a movie I've been dying to see since I heard it was going to be released. I'm at the end of a very, very long line, and I can't see how there will be any tickets left by the time I reach the front. Then I see an old friend of mine who is close to the front. I run up to her and she lets me cut in line in front of her. Everybody behind us starts booing and ",1.07,3.02,1,2,6.35,6.49,129679,4/10/16 18:03
48,0,4,"<b>Story</b>: You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. <u>You tell your boss all the worst parts of your co-worker's performance.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",8,0,"I imagine I am going into the bosses office for my interview for the promotion. He asks me about my qualifications, which leads into the the recent big project I completed with Jane, my coworker. She was kind of nasty during the project and I did most of the work, so when I asked bad mouthed that rotten woman. I felt bad afterwards because maybe it was unjustified on account that big lou defecated in her pencil drawer last week.",2.22,5.97,1,5.02,7,6.27,9000,4/10/16 18:04
208,0,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",9,0,I might feel bad depending on how my work day or week was.If I am really stressed I would go to the bar.If my friend has helped me alot I would feel real bad.,4.97,4,1,4,5.32,5.8,2471,4/10/16 18:04
517,0,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",9,0,"I just got onto the train, and I see an open seat, and an elderly person who has also just got on and is looking for a seat. She has a cain, and has already wobbled onto the train. I decide to sit-down in the seat, as I have had a long day at work, and just walked a long way to the train station. As I sit down, I see the elderly woman struggle to stand up as the train takes off, and she tries to hold on while managing her cain. I begin to feel badly about taking the seat from the elderly woman, as I am more than capable of standing on the train and she isn not. ",5.98,2.25,1,2.05,4.96,4.97,11016,4/10/16 18:04
379,2,6,"<b>Story</b>: You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. <u>You avert your eyes and walk past them.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",6,1,"I was in a hurry because I had a flight to catch for a very important meeting and a person was struggling to get his suitcase, but I ignored and kept walking fast because even If I wanted to help, I couldn't, due to my backache. ",5.46,3.33,1,6,5.35,5.81,8333,4/10/16 18:04
361,0,4,"<b>Story</b>: You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. <u>You tell your boss all the worst parts of your co-worker's performance.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",4,1,"I have been really excited to finally get a chance to move up in my company. When my boss invites me to chat in her office, I know it will be about this promotion. When she asks me how my coworker did on our last project, I can't help but throw in some not so flattering information. After all, this is a competition, and my coworker will likely do the same if she was in my shoes. I don't think that it's the best thing to do, but I feel like all's fair in war. ",5.99,4.01,1,6.02,5.97,7,5696,4/10/16 18:04
