subject,condition,story_id,story,imagine,response,rating_will,rating_happy,rating_check,rating_justif,rating_detail,rating_cohere,ratingRT,stamp
154,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,"I'm in the ticket line at the theater. I really want to see this movie, but my chances of getting a ticket are slim because it's opening night. Suddenly, I see Tim standing near the front of the line. I go up to him and start a conversation, while butting into line. I stay with Tim and get a ticket to the movie. It was not right of me to do and I would have been angry if someone had done that to me. Still I got to see the m",1.55,1.36,1,1.44,6.43,6.49,9717,3/28/16 15:57
61,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,"I imagine myself walking up to the line for a movie. I then see someone I know at the front, so I slyly, maybe not so slyly, make my way to my friends. I have done this plenty of times, so it would seem as if I was on my way and they were holding my place. I feel bad about it, but I don't feel bad. ",6.91,3.5,1,3.23,6.62,5.98,6999,3/28/16 15:57
70,2,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,"seat-heat, beat, meat
sit- hit, mitt, pit, grit",5.12,4.84,0,0,0,0,3397,3/28/16 15:57
473,1,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,beats cheats   bat cat sat fat  bin sin  boo  fable  zoo fitting bay say lay  band stand land  yell ,1.93,3.01,0,0,0,0,18447,3/28/16 15:57
386,1,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"I imagine that my friend has recently moved in with me because he needed a place to stay -- he obviously will pitch in around the house. He is finished moving his items into the house but he hasn't organized everything yet. He asks me for help, but this is one of the last things in the world that I want to do right now, what I want to do is go out to the bar and have fun. So I lie to my friend and tell him that I am preoccupied with work to help him right now, so I tell him I will help him later while I go out to the bar.",2.98,3.03,1,3,5.39,5.42,7188,3/28/16 15:57
184,1,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"Boss:  loss, cross, sauce, moss

Are:  bar, car, far, yar

All:  fall, wall, call, ball, Saul, small, tall

",1,2.01,0,0,0,0,5475,3/28/16 15:57
406,2,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,"Middle rhymes with 'skittle', 'fiddle', 'little', 'riddle'. Baby rhymes with 'maybe' 'lately'. Feel rhymes with 'kneel' 'eel' 'steal' 'real' 'mea'.",4.98,2.91,0,0,0,0,9788,3/28/16 15:58
28,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,"I imagine we are in the boss's office, both being considered for the operations manager position. Boss asks me to tell him how my co-worker did on the project. I tell him that he was slow to get started, had no good ideas, and left me to do a majority of the work.",4.53,4.4,1,4.97,4.85,4.8,21197,3/28/16 15:58
280,2,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,"I imagined this exact situation as I'm a big ""car-guy"" and I'm always wary that someone is trying to pull a similar deal on me. Recently I had to rebuild a transmission because someone did this to a car they sold me. This is a situation that I'd probably avoid as a seller as it's the very thing that gives people in the profession of car sales a bad name.",1,2.16,1,1,7,7,4669,3/28/16 15:58
116,1,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"Worker rhymes with ""lurker"", boss rhymes with ""toss, loss, moss"", performance slant rhymes with ""conformance"", worst rhymes with ""thirst, cursed"".",2.42,5.52,0,0,0,0,3911,3/28/16 15:58
228,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,"I am waiting in line to see the 3rd installment of a movie from a book I read I am very anxious to see this movie, I am very excited I hope they dont sell out, I see my friend way a head of me in line so I call over to her and she invites me up to see the movie with her I am going to get in to see the movie tonight for sure I am so happy.",2.13,3.07,1,3.05,5.19,5,13427,3/28/16 15:58
45,1,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,"new: few; middle: griddle, fiddle, riddle; night: flight, right, might, slight; baby: maybe; you: few, new, too; ",5.27,4.93,0,0,0,0,31284,3/28/16 15:58
148,1,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,"Bar rhymes with 'cigar', 'car', 'jar'. Tell rhymes with 'hell', 'smell', 'well', 'sell'. Work rhymes with 'jerk', 'Turk', 'smirk', 'lurk', ",3.25,3.53,0,0,0,0,19245,3/28/16 15:58
400,2,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,"My husband and I have just recently had a baby, and he is taking his paternity leave before I take my leave. I have a big project at work going on, so I didn't want to leave while we're in the middle of finishing it. Our baby started crying in the middle of the night last night, but I didn't want to get up because I had an important presentation today. I pretended to be asleep and waited for my husband to get up because I didn't know how long it would take me to get our baby back to sleep.",5.03,5.07,1,6.02,5.88,5.87,11640,3/28/16 15:59
203,2,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,"cafeteria, bacteria, algeria, nigeria, siberia, criteria, myliria 
table, fable, cable, able, playbill, stable, enable, disable, 

",7,4.98,0,0,0,0,14035,3/28/16 15:59
511,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,"This project was hugely important both for the company and our odds of promotion, but my co-worker goofed off and screwed up multiple times. I did most of the work anyway, on top of fixing several of my co-worker's major mistakes. If he's promoted he'll probably end up making things worse for all his subordinates and they'll have to consta",6.02,4.96,1,6.12,4.94,4.94,4344,3/28/16 15:59
464,1,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"Project Õ¢_ŠÎ_ÑÒ reject, eject, deject, elect. Tell Õ¢_ŠÎ_ÑÒ spell, dell, expel. Did Õ¢_ŠÎ_ÑÒ kid, rid, lid, bid, hid. Promotion Õ¢_ŠÎ_ÑÒ commotion, demotion, emotion, potion, notion. Boss Õ¢_ŠÎ_ÑÒ toss, loss, emboss, floss, cross. Your Õ¢_ŠÎ_ÑÒ nor, bore, tore, soar, sore. floor",1.96,2.02,0,0,0,0,13636,3/28/16 15:59
35,1,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"My roommate is trying to push a big desk which is snagging on the carpet. When she asks if I can help, I say maybe we can do it another day because I have to finish a project. I think that she probably won't actually wait for another day, but that is sort of good, I think, since I'm not very strong and I might hurt my back moving furniture. I really want to go to the bar to relax because I'm stressed for work, and it's true that I have a project, I just am not ready for it until I relax for a while. She's always asking me to help with stuff",1,1.97,1,1,4,4.99,10017,3/28/16 15:59
